files,mb,url,age,title,magnet,varified,seed,torrent,leech,size
2,MB,/the-flash-2014-s02e07-hdtv-x264-lol-ettv-t11608827.html,"18 Nov 2015, 02:00",The Flash 2014 S02E07 HDTV x264-LOL[ettv],magnet:?xt=urn:btih:F062C5A0FFB3824820D1A10B2E71EFB08DD8E8AA&dn=the+flash+2014+s02e07+hdtv+x264+lol+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,261,/torrents.php?key=the.flash.2014.s02e07.hdtv.x264.lol.ettv,16,233.02 
2,MB,/the-americans-2013-s04e08-hdtv-x264-fum-ettv-t12544098.html,"05 May 2016, 04:42",The Americans 2013 S04E08 HDTV x264-FUM[ettv],magnet:?xt=urn:btih:7DAA1DD5AB3C793FDD10CBCF2D91118A97EB9FCD&dn=the+americans+2013+s04e08+hdtv+x264+fum+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,257,/torrents.php?key=the.americans.2013.s04e08.hdtv.x264.fum.ettv,23,237.94 
1,MB,/masterchef-us-s07e04-a-masterchef-wedding-hdtv-x264-mkv-pwe-t12821436.html,"23 Jun 2016, 06:07",MasterChef US S07E04 A MasterChef Wedding HDTV x264 Mkv-PWE,magnet:?xt=urn:btih:67276DD6222D6A20A6DFAE80A27645D817408A46&dn=masterchef+us+s07e04+a+masterchef+wedding+hdtv+x264+mkv+pwe&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,262,/torrents.php?key=masterchef.us.s07e04.a.masterchef.wedding.hdtv.x264.mkv.pwe,13,289.37 
2,MB,/2-broke-girls-s05e22-hdtv-x264-lol-ettv-t12588752.html,"13 May 2016, 02:00",2 Broke Girls S05E22 HDTV x264-LOL[ettv],magnet:?xt=urn:btih:ADAA256DCD7A22C6886B1E3C54EB0A6C66AF0C83&dn=2+broke+girls+s05e22+hdtv+x264+lol+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,261,/torrents.php?key=2.broke.girls.s05e22.hdtv.x264.lol.ettv,14,130.13 
2,MB,/once-upon-a-time-s05e18-hdtv-x264-lol-ettv-t12452781.html,"18 Apr 2016, 03:11",Once Upon a Time S05E18 HDTV x264-LOL[ettv],magnet:?xt=urn:btih:3180C16CE8D1C7FEE6B4485A46B31BE5AD82BCD7&dn=once+upon+a+time+s05e18+hdtv+x264+lol+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,281,/torrents.php?key=once.upon.a.time.s05e18.hdtv.x264.lol.ettv,18,313.51 
2,MB,/so-you-think-you-can-dance-s13e06-hdtv-x264-t12926029.html,"12 Jul 2016, 02:42",So You Think You Can Dance S13E06 HDTV x264,magnet:?xt=urn:btih:FC26E995F385C5DC45997F78E0BA052A6EA2AE97&dn=so+you+think+you+can+dance+s13e06+hdtv+x264&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,283,/torrents.php?key=so.you.think.you.can.dance.s13e06.hdtv.x264,14,732.67 
3,MB,/the-simpsons-s27e22-720p-hdtv-x264-avs-rartv-t12644759.html,"23 May 2016, 00:33",The Simpsons S27E22 720p HDTV x264-AVS[rartv],magnet:?xt=urn:btih:4134FC382ABB28D3D219F32B55B479DFEA362ADA&dn=the+simpsons+s27e22+720p+hdtv+x264+avs+rartv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,263,/torrents.php?key=game.of.thrones.s03.complete.season.3.720p.x264.ac3.5.1.mkv.extras.multisubs,20,348.7 
3,MB,/ray-donovan-s04e03-720p-hdtv-x264-avs-rartv-t12919608.html,"11 Jul 2016, 01:56",Ray Donovan S04E03 720p HDTV x264-AVS[rartv],magnet:?xt=urn:btih:92AB0B52F9F2AA49E9CF8DCDFFD15F6A75F36A49&dn=ray+donovan+s04e03+720p+hdtv+x264+avs+rartv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,265,/torrents.php?key=wwe.raw.07.11.16.hdtv.x264.xwt.tjet,16,942.21 
2,MB,/the-americans-2013-s04e11-hdtv-x264-killers-ettv-t12665465.html,"26 May 2016, 14:21",The Americans 2013 S04E11 HDTV x264-KILLERS[ettv],magnet:?xt=urn:btih:AFB5F66F43BF372FD428547A0AEBBBB358C8F0FE&dn=the+americans+2013+s04e11+hdtv+x264+killers+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,250,/torrents.php?key=the.americans.2013.s04e11.hdtv.x264.killers.ettv,14,216.56 
2,MB,/12-monkeys-s02e07-web-dl-xvid-fum-ettv-t12696499.html,"01 Jun 2016, 04:23",12 Monkeys S02E07 WEB-DL XviD-FUM[ettv],magnet:?xt=urn:btih:F77564F9CAC047CCCF441AD07015B6D6B531D07E&dn=12+monkeys+s02e07+web+dl+xvid+fum+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,247,/torrents.php?key=12.monkeys.s02e07.web.dl.xvid.fum.ettv,20,348.19 
12,GB,/mr-robot-season-1-complete-720p-web-dl-en-sub-x264-mulvacoded-s01-t12850421.html,"28 Jun 2016, 17:02",Mr Robot Season 1 Complete 720p WEB-DL EN-SUB x264-[MULVAcoded] S01,magnet:?xt=urn:btih:40E4BB12A56102CD6978583CB81668E58CE7015D&dn=mr+robot+season+1+complete+720p+web+dl+en+sub+x264+mulvacoded+s01&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,210,/torrents.php?key=mr.robot.season.1.complete.720p.web.dl.en.sub.x264.mulvacoded.s01,94,2.63 
2,MB,/private-eyes-s01e08-hdtv-x264-killers-ettv-t12948152.html,"15 Jul 2016, 20:20",Private Eyes S01E08 HDTV x264-KILLERS[ettv],magnet:?xt=urn:btih:2FF42F7744952DD921EF40D6D8602A599F9E22B1&dn=private+eyes+s01e08+hdtv+x264+killers+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,248,/torrents.php?key=private.eyes.s01e08.hdtv.x264.killers.ettv,18,281.86 
3,MB,/containment-s01e13-720p-hdtv-x264-dimension-rartv-t12967986.html,"19 Jul 2016, 00:58",Containment S01E13 720p HDTV X264-DIMENSION[rartv],magnet:?xt=urn:btih:8A029A44F56EFFEDB94BA1D211BED47321F5D3F4&dn=containment+s01e13+720p+hdtv+x264+dimension+rartv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,254,/torrents.php?key=containment.s01e13.720p.hdtv.x264.dimension.rartv,41,824.22 
2,MB,/mr-robot-s02e01-hdtv-xvid-fum-ettv-t12938352.html,"14 Jul 2016, 04:23",Mr Robot S02E01 HDTV XviD-FUM[ettv],magnet:?xt=urn:btih:E25A084783046FD46871ED2B409CDC05DF0B3212&dn=mr+robot+s02e01+hdtv+xvid+fum+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,268,/torrents.php?key=mr.robot.s02e01.hdtv.xvid.fum.ettv,12,339.67 
1,MB,/suits-s05e15-french-hdtv-xvid-zt-avi-t12692469.html,"31 May 2016, 10:04",Suits S05E15 FRENCH HDTV XviD-ZT avi,magnet:?xt=urn:btih:292976D84940B20518056970DD349614A888DB08&dn=suits+s05e15+french+hdtv+xvid+zt+avi&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,262,/torrents.php?key=suits.s05e15.french.hdtv.xvid.zt.avi,23,336.36 
3,MB,/greys-anatomy-s12e16-hdtv-x264-lol-rartv-t12354188.html,"31 Mar 2016, 23:57",Greys Anatomy S12E16 HDTV x264-LOL[rartv],magnet:?xt=urn:btih:E38A6416E0711917F5F23CCFF86D88E1F9C9B1CA&dn=greys+anatomy+s12e16+hdtv+x264+lol+rartv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,270,/torrents.php?key=greys.anatomy.s12e16.hdtv.x264.lol.rartv,6,237.19 
2,MB,/the-living-and-the-dead-s01e04-hdtv-x264-organic-ettv-t12972850.html,"19 Jul 2016, 21:05",The Living And The Dead S01E04 HDTV x264-ORGANiC[ettv],magnet:?xt=urn:btih:E2DEE1425955F052E85A0A39C4F9CDC59C0722F7&dn=the+living+and+the+dead+s01e04+hdtv+x264+organic+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,215,/torrents.php?key=the.living.and.the.dead.s01e04.hdtv.x264.organic.ettv,106,390.2 
3,MB,/americas-got-talent-s11e10-hdtv-x264-alterego-rartv-t12976274.html,"20 Jul 2016, 10:07",Americas Got Talent S11E10 HDTV x264-ALTEREGO[rartv],magnet:?xt=urn:btih:C290C071567A87FE3875B142A1591C00DCF9086D&dn=americas+got+talent+s11e10+hdtv+x264+alterego+rartv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,100,/torrents.php?key=americas.got.talent.s11e10.hdtv.x264.alterego.rartv,335,788.24 
3,GB,/sherlock-season-2-720p-bluray-x264-shaanig-t9343806.html,"18 Jul 2014, 09:39",Sherlock - Season 2 - 720p BluRay - x264 - ShAaNiG,magnet:?xt=urn:btih:A1B45C30CBA7DED248B8A0D5B5EC475708B00994&dn=sherlock+season+2+720p+bluray+x264+shaanig&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,231,/torrents.php?key=sherlock.season.2.720p.bluray.x264.shaanig,71,2.05 
187,GB,/game-of-thrones-s03-complete-season-3-720p-x264-ac3-5-1-mkv-extras-multisubs-t12951975.html,"16 Jul 2016, 11:13","Game Of Thrones S03 Complete Season 3 720p x264 AC3 5.1 [MKV] + Extras, Multisubs",magnet:?xt=urn:btih:81ED58170D1F00128286E407274A14FA1482262E&dn=game+of+thrones+s03+complete+season+3+720p+x264+ac3+5+1+mkv+extras+multisubs&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,142,/torrents.php?key=game.of.thrones.s03.complete.season.3.720p.x264.ac3.5.1.mkv.extras.multisubs,249,6.71 
2,MB,/the-night-of-part-2-hdtv-xvid-fum-ettv-t12962451.html,"18 Jul 2016, 03:46",The Night Of Part 2 HDTV XviD-FUM[ettv],magnet:?xt=urn:btih:B7D2C43E05EB5A5802E3E7BB42A22383B8F5A49D&dn=the+night+of+part+2+hdtv+xvid+fum+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,241,/torrents.php?key=the.night.of.part.2.hdtv.xvid.fum.ettv,32,498.6 
2,MB,/black-sails-s03e09-webrip-x264-fum-ettv-t12282480.html,"20 Mar 2016, 01:18",Black Sails S03E09 WEBRip x264-FUM[ettv],magnet:?xt=urn:btih:A1B6226DFC982D84F2C0F46BCFBE73C504BB9D4A&dn=black+sails+s03e09+webrip+x264+fum+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,251,/torrents.php?key=black.sails.s03e09.webrip.x264.fum.ettv,7,383.69 
2,MB,/the-americans-2013-s04e04-hdtv-x264-fum-ettv-t12388940.html,"07 Apr 2016, 05:25",The Americans 2013 S04E04 HDTV x264-FUM[ettv],magnet:?xt=urn:btih:6B34806F6B461A76FD543D913015D696F61E506F&dn=the+americans+2013+s04e04+hdtv+x264+fum+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,248,/torrents.php?key=the.americans.2013.s04e04.hdtv.x264.fum.ettv,13,253.37 
2,MB,/izombie-s02e18-hdtv-x264-lol-ettv-t12423662.html,"13 Apr 2016, 01:03",iZombie S02E18 HDTV x264-LOL[ettv],magnet:?xt=urn:btih:1F43786C681B54BE56C9C35143AACADB29C5FAEF&dn=izombie+s02e18+hdtv+x264+lol+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,189,/torrents.php?key=izombie.s02e18.hdtv.x264.lol.ettv,168,222.36 
2,MB,/hotel-hell-s03e07-hdtv-x264-fum-ettv-t12975660.html,"20 Jul 2016, 09:43",Hotel Hell S03E07 HDTV x264-FUM[ettv],magnet:?xt=urn:btih:CBD9B1DE0F1D84B1C04E776E677031CC4213777F&dn=hotel+hell+s03e07+hdtv+x264+fum+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,181,/torrents.php?key=hotel.hell.s03e07.hdtv.x264.fum.ettv,184,323.48 
2,MB,/supergirl-s01e11-hdtv-x264-lol-ettv-t11965577.html,"26 Jan 2016, 01:58",Supergirl S01E11 HDTV x264-LOL[ettv],magnet:?xt=urn:btih:0C0BB2DBBFB42AE1519E1B4BA749F536FA2308F4&dn=supergirl+s01e11+hdtv+x264+lol+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,264,/torrents.php?key=supergirl.s01e11.hdtv.x264.lol.ettv,17,299 
194,GB,/seinfeld-complete-series-extras-720p-webrip-aac-en-sub-x264-mulvacoded-t11000234.html,"26 Jul 2015, 21:06",Seinfeld Complete Series + extras-720p WEBrip AAC EN-SUB x264-[MULVAcoded],magnet:?xt=urn:btih:D0F120C1BBFB988EB35B648E1C78CA3E5D45EF39&dn=seinfeld+complete+series+extras+720p+webrip+aac+en+sub+x264+mulvacoded&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,158,/torrents.php?key=seinfeld.complete.series.extras.720p.webrip.aac.en.sub.x264.mulvacoded,228,33.12 
3,MB,/archer-2009-s07e07-hdtv-x264-fleet-rartv-t12588877.html,"13 May 2016, 02:31",Archer 2009 S07E07 HDTV x264-FLEET[rartv],magnet:?xt=urn:btih:5F7DEE50016916F5EE0ACAF2B00709F960FE4DAD&dn=archer+2009+s07e07+hdtv+x264+fleet+rartv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,249,/torrents.php?key=archer.2009.s07e07.hdtv.x264.fleet.rartv,11,136.84 
2,MB,/motive-s04e09-hdtv-xvid-fum-ettv-t12974010.html,"20 Jul 2016, 01:32",Motive S04E09 HDTV XviD-FUM[ettv],magnet:?xt=urn:btih:21E0EBCCA1A5888B8D24A7AA767750FB2A919E74&dn=motive+s04e09+hdtv+xvid+fum+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,223,/torrents.php?key=house.of.cards.2013.s04e12.720p.webrip.x264.deflate.ettv,63,348.97 
2,MB,/house-of-cards-2013-s04e12-720p-webrip-x264-deflate-ettv-t12200541.html,"06 Mar 2016, 07:22",House of Cards 2013 S04E12 720p WEBRip X264-DEFLATE[ettv],magnet:?xt=urn:btih:FF9349122F604EE9054F134396139C0B97EAD4AD&dn=house+of+cards+2013+s04e12+720p+webrip+x264+deflate+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,252,/torrents.php?key=the.bachelorette.s12e05.hdtv.x264.pwe.xreptv,4,709.76 
1,MB,/the-bachelorette-s12e05-hdtv-x264-pwe-xreptv-t12809268.html,"21 Jun 2016, 06:54",The Bachelorette S12E05 HDTV x264-PWE (XrepTV),magnet:?xt=urn:btih:CE5F588D59CE34D9320BA6BDEFDC36B4761E2201&dn=the+bachelorette+s12e05+hdtv+x264+pwe+xreptv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,248,/torrents.php?key=american.dad.s08e05.hdtv.x264.lol,12,576.83 
2,MB,/the-expanse-s01e02-hdtv-x264-killers-ettv-t11763230.html,"16 Dec 2015, 05:07",The Expanse S01E02 HDTV x264-KILLERS[ettv],magnet:?xt=urn:btih:9E327A5F6169C905BB89D68E9699EE667A794BF5&dn=the+expanse+s01e02+hdtv+x264+killers+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,268,/torrents.php?key=the.expanse.s01e02.hdtv.x264.killers.ettv,8,287.64 
2,MB,/person-of-interest-s05e02-hdtv-x264-lol-ettv-t12571009.html,"10 May 2016, 01:59",Person of Interest S05E02 HDTV x264-LOL[ettv],magnet:?xt=urn:btih:C92B9F7F01F4905E616D10C9BA040914F660C4B3&dn=person+of+interest+s05e02+hdtv+x264+lol+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,267,/torrents.php?key=person.of.interest.s05e02.hdtv.x264.lol.ettv,9,280.16 
3,MB,/grimm-s05e20-hdtv-x264-brisk-rartv-t12594724.html,"14 May 2016, 02:01",Grimm S05E20 HDTV x264-BRISK[rartv],magnet:?xt=urn:btih:A7B96780E04392B9EBC288348CD1C9801285C2AB&dn=grimm+s05e20+hdtv+x264+brisk+rartv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,270,/torrents.php?key=grimm.s05e20.hdtv.x264.brisk.rartv,3,232.93 
2,MB,/the-americans-2013-s04e05-hdtv-x264-killers-ettv-t12429683.html,"14 Apr 2016, 03:29",The Americans 2013 S04E05 HDTV x264-KILLERS[ettv],magnet:?xt=urn:btih:FC681892047BA14A3EA8A93704467A7DDCDA0D7B&dn=the+americans+2013+s04e05+hdtv+x264+killers+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,245,/torrents.php?key=the.americans.2013.s04e05.hdtv.x264.killers.ettv,10,234.46 
1,MB,/american-dad-s08e05-hdtv-x264-lol-t6868381.html,"03 Dec 2012, 04:33",American Dad S08E05 HDTV x264-LOL,magnet:?xt=urn:btih:2EDDD6FE0DA41D123974FCFCA406D9F902F6C8BD&dn=american+dad+s08e05+hdtv+x264+lol&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,235,/torrents.php?key=izombie.s02e16.hdtv.x264.lol.ettv,37,74.7 
2,MB,/izombie-s02e16-hdtv-x264-lol-ettv-t12342292.html,"30 Mar 2016, 02:00",iZombie S02E16 HDTV x264-LOL[ettv],magnet:?xt=urn:btih:78EB951A68390114AB824A4113980D59F48BF942&dn=izombie+s02e16+hdtv+x264+lol+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,162,/torrents.php?key=house.of.cards.2013.s04e09.720p.webrip.x264.deflate.ettv,183,237.08 
2,MB,/house-of-cards-2013-s04e09-720p-webrip-x264-deflate-ettv-t12199412.html,"06 Mar 2016, 01:29",House of Cards 2013 S04E09 720p WEBRip X264-DEFLATE[ettv],magnet:?xt=urn:btih:9994053C5BE083D16745AD502386301220B066D7&dn=house+of+cards+2013+s04e09+720p+webrip+x264+deflate+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,248,/torrents.php?key=modern.family.s07e14.hdtv.x264.killers.ettv,10,766.8 
2,MB,/the-big-bang-theory-s09e03-hdtv-x264-lol-ettv-t11365919.html,"05 Oct 2015, 23:04",The Big Bang Theory S09E03 HDTV x264-LOL[ettv],magnet:?xt=urn:btih:32EB22B216DFD0F51EE830485E518A0E41277467&dn=the+big+bang+theory+s09e03+hdtv+x264+lol+ettv&tr=udp%3A%2F%2Ftracker.publicbt.com%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,238,/torrents.php?key=the.big.bang.theory.s09e03.hdtv.x264.lol.ettv,23,125.9 
